id_tanggal_transaksi_awal,tanggal_transaksi_awal,tipe_kartu,id_merchant,nama_merchant,tipe_mesin,tipe_transaksi,nama_transaksi,nilai_transaksi,id_negara,nama_negara,nama_kota,lokasi_mesin,pemilik_mesin,waktu_transaksi,kuartal_transaksi,kepemilikan_kartu,nama_channel,id_channel,rata_rata_nilai_transaksi,maksimum_nilai_transaksi,minimum_nilai_transaksi,rata_rata_jumlah_transaksi,flag_transaksi_fraud
2457625,2457659,93,-2,1798,-3,156,12,5e+05,96,5,8,196,121,181512,4,1,5,8,479152.2388,2500000,26500,2.11,0
2457382,2457472,103,-2,1798,2751069,385,11,1250000,96,5,70,4295,613,100458,2,2,1,9,2296905.312,10000000,100000,2.53,0
2457520,2457541,93,-2,1798,-3,156,12,1e+06,96,5,8,116,110,171338,3,1,5,8,1720652.639,16900000,50000,2.7,0
2457603,2457652,111,-2,1798,2104098,301,16,2e+06,96,5,259,2939,613,180009,4,2,1,9,1768786.707,20000000,17400,4.02,0
2457419,2457508,103,-2,1798,1944882,161,17,1500000,96,5,128,2708,613,141924,3,2,1,9,355611.0143,1500000,100000,1.3,0
2457514,2457556,111,-2,1798,1194442,26,10,8e+05,96,5,75,499,613,74702,2,2,1,9,742086.5672,11000000,12000,2.82,0
2457646,2457733,24,-2,1798,-3,156,12,3411266,57,15,264,7814,1572,85825,2,1,3,8,1923545.376,25000000,25000,2.94,0
2457504,2457550,93,-2,1798,1874480,26,10,2500000,96,5,72,2414,613,152424,3,2,1,9,2823291.766,33700000,50000,5.61,0
2457528,2457572,111,-2,1798,2018536,26,10,150000,96,5,128,2786,613,90033,2,2,1,9,1463164.31,42000000,50000,3.09,0
2457438,2457504,111,-2,1798,2585596,26,10,1250000,96,5,265,4103,613,195832,4,2,1,9,2028706.8,12500000,251930,4.78,0
2457459,2457462,0,-2,1798,2158737,385,11,2500000,96,5,128,3279,613,82715,2,2,1,9,2230763.391,6891864,100000,1.68,0
2457608,2457674,103,-2,1798,174326,26,10,2e+05,96,5,128,3980,613,173344,3,2,1,9,1621082.635,10000000,21800,4.23,0
2457632,2457692,0,-2,1798,3139916,301,16,50000,96,5,128,4516,613,65832,2,2,1,9,822735.8772,4500000,100000,1.98,0
2457608,2457652,111,-2,1798,2391080,26,10,2e+05,96,5,128,3676,613,73509,2,2,1,9,737054.1667,4550000,50000,1.94,0
2457540,2457587,111,-2,1798,1204210,385,11,7e+05,96,5,128,591,613,132015,3,2,1,9,1066975.538,7003500,120000,2.34,0
2457420,2457502,111,-2,1798,1480651,26,10,2e+05,96,5,128,1619,613,143027,3,2,1,9,784863.0684,20000000,25000,2.44,0
2457537,2457608,111,-2,1798,2974229,301,16,3485000,96,5,75,4457,613,182531,4,2,1,9,2013530.488,10000000,100000,3.09,0
2457653,2457737,111,-2,1798,230637,159,19,11128350,96,5,128,4284,613,161303,3,2,1,9,1452780.185,25000000,15000,2.2,0
2457387,2457422,111,-2,1798,1356582,640,8,49738,96,5,60,1060,613,142836,3,2,1,9,1570969.697,14847000,50000,2.24,0
2457568,2457617,93,-2,1798,2686832,161,17,110000,96,5,70,4173,613,215603,4,2,1,9,784356.009,5500000,50000,1.94,0
2457524,2457565,103,-2,1798,1180307,385,11,5e+05,96,5,244,510,613,173808,3,2,1,9,902661.129,3600000,100000,1.64,0
2457457,2457507,104,-2,1798,1590941,385,11,1e+06,96,5,128,1893,613,221722,4,2,1,9,835123.6111,2500000,34500,1.57,0
2457563,2457613,111,-2,1798,3039994,26,10,2500000,96,5,70,8030,613,113721,2,2,1,9,2508051.923,50000000,50000,4.28,0
2457387,2457421,111,-2,1798,1957074,26,10,1250000,96,5,128,2706,613,125038,3,2,1,9,2257807.692,11578874,84584,1.58,0
2457519,2457598,5,-2,1798,2393460,26,10,2500000,96,5,265,3592,613,172345,3,2,1,9,1474429.231,6391900,26500,1.53,0
2457635,2457675,93,-2,1798,331456,26,10,2500000,96,5,251,4676,613,181015,4,2,1,9,3020472.759,51289200,25000,3.12,0
2457648,2457700,93,-2,1798,3150190,26,10,1e+06,96,5,128,8429,613,91027,2,2,1,9,1264730.357,2500000,300000,1.2,0
2457607,2457622,111,-2,1798,1526923,385,11,1e+05,96,5,244,1633,613,114946,2,2,1,9,287720.3488,1200000,25000,1.49,0
2457348,2457361,111,-2,1798,1339978,26,10,1250000,96,5,128,881,613,192940,4,2,1,9,1235074.25,7098500,250000,2.17,0
2457488,2457535,93,214033,1820,2137342,58,6,203550,96,5,128,6973,2654,175325,3,2,2,4,2842247.857,20000000,71000,1.97,0
2457364,2457438,0,-2,1798,2397787,238,9,250000,96,5,265,5573,613,235317,4,2,1,9,1150246.974,7853540,50000,2.11,0
2457621,2457627,111,-2,1798,1478611,26,10,1e+06,96,5,128,1392,613,123139,3,2,1,9,889019.9027,2500000,50000,1.79,0
2457522,2457561,111,-2,1798,-3,156,12,3e+05,96,5,265,5692,313,163324,3,1,5,8,1444622.727,34500000,10000,2.57,0
2457570,2457640,111,-2,1798,1340877,26,10,2300000,96,5,75,899,613,122711,3,2,1,9,1651875,5000000,50000,2.34,0
2457633,2457714,93,-2,1798,2432936,26,10,2e+05,96,5,128,3848,613,201203,4,2,1,9,1575392.959,20000000,25000,4.72,0
2457662,2457746,103,-2,1798,1820983,385,11,3e+05,96,5,128,2231,613,195503,4,2,1,9,389090.9091,3000000,50000,2.1,0
2457492,2457560,103,51625,1069,2261881,58,6,1350000,96,5,128,6198,1679,94635,2,2,2,4,439029.9451,3691500,26500,2.58,0
2457633,2457677,111,72933,1247,3098460,58,6,160004,96,5,128,7367,1850,213408,4,2,2,4,1325667.504,10000000,100000,1.61,0
2457330,2457414,93,-2,1798,1231367,238,9,550000,96,5,128,5293,613,153625,3,2,1,9,1884018.29,19000000,25000,4.47,0
2457388,2457448,111,-2,1798,1194443,301,16,1009000,96,5,128,499,613,84907,2,2,1,9,2129032.258,10000000,33000,2.26,0
2457602,2457635,0,-2,1798,1591902,159,19,145000,96,5,128,1962,613,83946,2,2,1,9,215351.0964,2000000,25000,1.27,0
2457590,2457664,111,687802,1326,3296791,227,1,89500,96,5,259,6378,1944,204152,4,2,2,4,275998.0455,1000000,50000,1.73,0
2457581,2457641,104,-2,1798,593,148,5,1e+05,96,5,128,2520,613,100858,2,2,1,9,470458.6957,4250000,30900,5.49,0
2457528,2457605,0,-2,1798,2018536,385,11,2e+05,96,5,128,2786,613,144535,3,2,1,9,555803.1786,2500000,50000,2,0
2457630,2457634,111,30068,8,1797292,58,6,47900,96,5,128,5770,97,230131,4,2,2,4,336465.9756,1250000,33000,1.78,0
2457621,2457672,111,-2,1798,2687680,26,10,5e+05,96,5,128,4276,613,224834,4,2,1,9,889532.7983,25000000,20000,2.29,0
2457633,2457722,104,-2,1798,1464904,26,10,150000,96,5,265,1489,613,150631,3,2,1,9,254090.9091,1250000,50000,1.38,0
2457323,2457408,111,-2,1798,1420051,385,11,2500000,96,5,211,1138,613,75519,2,2,1,9,1162243.162,11778800,25000,2.08,0
2457598,2457657,104,-2,1798,507038,385,11,1e+06,96,5,128,5021,613,131214,3,2,1,9,835530.303,2000000,100000,1.3,0
2457457,2457549,111,-2,1798,2601928,159,19,1e+05,96,5,128,4129,613,200142,4,2,1,9,669115,2300000,50000,1.86,0
2457530,2457608,111,-2,1798,1347172,26,10,2500000,96,5,244,835,613,92851,2,2,1,9,2219613.445,4700000,331643,2.53,0
2457352,2457422,104,-2,1798,1345038,26,10,1e+06,96,5,265,861,613,83758,2,2,1,9,1006919.638,4000000,50000,1.95,0
2457396,2457425,1,-2,1798,2104108,385,11,450000,96,5,128,3018,613,64316,2,2,1,9,740000,2500000,10000,1.26,0
2457466,2457482,4,-2,1798,2738772,26,10,2e+05,96,5,128,4303,613,81916,2,2,1,9,2556933.472,25000000,50000,2.62,0
2457508,2457535,111,-2,1798,163547,159,19,2e+05,96,5,96,3911,613,133455,3,2,1,9,4157929.167,25000000,10000,5.42,0
2457576,2457589,5,-2,1798,140656,26,10,7e+05,96,5,152,3106,613,32653,1,2,1,9,1912381,2661000,250000,1.9,0
2457406,2457492,93,-2,1798,1482645,26,10,2500000,96,5,128,1550,613,90200,2,2,1,9,1494509.106,25000000,20400,4.38,0
2457529,2457541,111,-2,1798,2018536,385,11,3e+05,96,5,128,2787,613,122124,3,2,1,9,528302.381,4318765,24500,2.36,0
2457475,2457526,111,-2,1798,1154046,26,10,1e+06,96,5,265,437,613,182103,4,2,1,9,857803.6491,2500000,45000,2.35,0
2457401,2457446,111,-2,1798,1578259,385,11,2500000,96,5,237,1595,613,130337,3,2,1,9,1254335.846,14130000,300000,3.11,0
2457438,2457501,104,-2,1798,1926366,26,10,350000,96,5,152,2560,613,113908,2,2,1,9,289536.3636,2500000,22500,1.19,0
2457566,2457659,103,-2,1798,1190498,26,10,3e+05,96,5,70,512,613,171559,3,2,1,9,470038.4375,3000000,39000,1.68,0
2457545,2457636,93,-2,1798,1602649,385,11,2500000,96,5,128,1802,613,150214,3,2,1,9,5527200,75000000,50000,2.4,0
2457637,2457683,111,328182,640,2040538,58,6,4e+05,96,5,114,5886,1066,211623,4,2,2,4,1024239.017,12150000,25000,2.31,0
2457561,2457611,111,-2,1798,3112634,26,10,350000,96,5,259,4518,613,205153,4,2,1,9,579394.7692,3700000,26500,1.82,0
2457637,2457641,111,-2,1798,2519104,26,10,5e+05,96,5,75,8316,613,144251,3,2,1,9,2000614.487,22900000,55158,2.31,0
2457654,2457696,103,-2,1798,230637,159,19,1e+05,96,5,128,5348,613,213635,4,2,1,9,669795.6522,15500000,11000,1.48,0
2457452,2457474,104,-2,1798,1911043,26,10,1e+05,96,5,265,2562,613,134533,3,2,1,9,859125.8852,2800000,25000,4.41,0
2457453,2457521,2,69268,1824,2332477,58,6,96000,96,5,128,6196,2648,1209,1,2,2,4,1306697.234,7480000,25000,1.92,0
2457621,2457645,0,-2,1798,1177814,26,10,1e+06,96,5,128,514,613,91430,2,2,1,9,853651.5476,9657700,25700,2.9,0
2457431,2457437,0,-2,1798,277663,147,3,150000,96,5,70,4700,613,125826,3,2,1,9,503900.7619,2070000,100000,1.42,0
2457412,2457496,104,-2,1798,1956,238,9,1e+05,96,5,128,828,613,202506,4,2,1,9,204515.1515,1000000,39250,1.17,0
2457566,2457581,104,-2,1798,1037367,161,17,110000,96,5,141,334,613,152313,3,2,1,9,335676.7356,800000,93600,1.21,0
2457441,2457463,111,343760,1332,1762514,58,6,849000,96,5,128,7257,1947,185413,4,2,2,4,1175766.31,10000000,25000,3.86,0
2457323,2457375,103,-2,1798,1847497,385,11,1e+06,96,5,69,2111,613,131003,3,2,1,9,1576504.367,10000000,100000,1.8,0
2457413,2457482,93,79915,1576,2970092,58,6,216000,96,5,75,6584,2312,54847,1,2,2,4,1115511.088,14500000,25000,2,0
2457611,2457678,111,-2,1798,1339978,385,11,1500000,96,5,58,920,613,71514,2,2,1,9,887365.2679,2500000,263000,1.57,0
2457331,2457377,103,-2,1798,2339429,159,19,5e+06,96,5,189,3427,613,170208,3,2,1,9,2389455.558,10000000,100000,3.57,0
2457627,2457693,104,-2,1798,2295915,26,10,2e+05,96,5,60,3457,613,105854,2,2,1,9,501560,5000000,18600,2.7,0
2457556,2457558,104,-2,1798,2348934,385,11,3e+05,96,5,128,3468,613,141055,3,2,1,9,757642.4022,10000000,20000,2,0
2457506,2457519,111,-2,1798,2102400,26,10,3e+05,96,5,265,3023,613,125158,3,2,1,9,622849.1207,2500000,25000,1.69,0
2457645,2457689,111,-2,1798,2651723,26,10,1e+05,96,5,265,8666,613,71158,2,2,1,9,1157541.667,10000000,125379,1.78,0
2457625,2457638,111,-2,1798,3352226,26,10,2500000,96,5,127,8629,613,174218,3,2,1,9,3370002.601,18640000,50000,4.15,0
2457394,2457398,93,122034,73,2688677,237,4,33400,96,5,128,6622,364,170540,3,2,2,4,1523975.25,25000000,43860,2.11,0
2457565,2457608,111,-2,1798,1190499,26,10,5e+05,96,5,128,512,613,94024,2,2,1,9,1982654.269,22900000,17400,3.03,0
2457514,2457520,111,-2,1798,2625117,26,10,5e+05,96,5,128,4187,613,140009,3,2,1,9,411363.6364,3852500,21200,2.58,0
2457344,2457383,93,-2,1798,370859,148,5,50000,96,5,272,4803,613,102604,2,2,1,9,1107240.222,5000000,29400,2.26,0
2457597,2457679,2,-2,1798,1588082,26,10,3e+05,96,5,128,2025,613,190225,4,2,1,9,3529663.661,58090000,38360,2.23,0
2457406,2457481,111,-2,1798,-3,156,12,5e+05,96,5,70,7737,323,183418,4,1,5,8,1370347.477,15000000,25000,4.38,0
2457522,2457560,0,404749,1457,1948071,58,6,2355000,96,5,128,5783,2163,114814,2,2,2,4,1064448.391,7680000,15000,2.32,0
2457335,2457394,93,-2,1798,2163732,159,19,2e+06,96,5,187,3168,613,33613,1,2,1,9,1826176.181,19000000,34500,1.93,0
2457411,2457477,93,-2,1798,2148932,385,11,1250000,96,5,75,3232,613,134432,3,2,1,9,4251834.862,70000000,25000,2.31,0
2457576,2457575,111,-2,1798,3056874,385,11,2500000,96,5,218,8235,613,124139,3,2,1,9,1658931.136,10000000,78500,2.44,0
2457599,2457669,104,507802,494,2499348,58,6,410000,96,5,128,6142,894,135928,3,2,2,4,1933447.157,2500000,100000,2.8,0
2457655,2457677,111,-2,1798,3427269,26,10,1e+06,96,5,186,8663,613,164732,3,2,1,9,985714.2857,1500000,500000,1.6,0
2457345,2457361,93,-2,1798,1744403,385,11,1500000,96,5,167,2105,613,85010,2,2,1,9,1679004.381,5500000,250000,1.68,0
2457509,2457540,0,394943,1696,1948071,58,6,149900,96,5,128,5922,2491,151524,3,2,2,4,1071363.535,3550000,100000,2.17,0
2457527,2457563,111,-2,1798,2018536,26,10,9e+05,96,5,128,2786,613,65549,2,2,1,9,1145307.306,4200000,30900,2.86,0
2457361,2457450,103,-2,1798,2800543,26,10,550000,96,5,128,4189,613,114259,2,2,1,9,570187.027,3180000,50000,1.93,0
2457392,2457449,93,-2,1798,2309374,238,9,5e+06,96,5,128,5587,613,10204,1,2,1,9,1888782.895,11000000,30000,3.04,0
2457563,2457648,93,-2,1798,3139922,26,10,2500000,96,5,70,4515,613,104139,2,2,1,9,3743726.944,76308648,25000,2.45,0
2457335,2457369,111,-2,1798,350209,238,9,1450000,96,5,265,5435,613,91709,2,2,1,9,1578086.331,15000000,50000,2.13,0
2457621,2457658,111,-2,1798,2503835,301,16,560000,96,5,128,8264,613,52119,1,2,1,9,522467.0278,5000000,49300,1.77,0
2457466,2457466,111,-2,1798,2254867,26,10,2e+05,96,5,128,3183,613,110133,2,2,1,9,266912.5033,657361,100000,1.09,0
2457513,2457586,111,672830,1713,3185686,58,6,501708,96,5,128,8539,2525,190039,4,2,2,4,342941.1765,2500000,10,4.99,0
2457561,2457613,93,-2,1798,2149849,26,10,1250000,96,5,128,3143,613,104529,2,2,1,9,984791.2186,46500000,19000,3.4,0
2457390,2457477,93,-2,1798,2644463,159,19,2010000,96,5,265,4246,613,174330,3,2,1,9,1092657.691,5000000,100000,2.38,0
2457640,2457689,104,-2,1798,2512544,385,11,2e+05,96,5,293,8299,613,140955,3,2,1,9,434654.8451,2500000,21500,1.64,0
2457562,2457645,103,-2,1798,1867778,159,19,500555,96,5,167,2391,613,171618,3,2,1,9,479025.2807,3500000,21900,2.09,0
2457618,2457640,104,-2,1798,1224696,161,17,1e+05,96,5,128,665,613,164835,3,2,1,9,154820.6429,1000000,22900,3.39,0
2457557,2457617,104,-2,1798,3039994,159,19,164372,96,5,128,8124,613,151727,3,2,1,9,207323.5288,1000000,28500,3.39,0
2457509,2457549,111,-2,1798,1895179,159,19,1e+05,96,5,128,2430,613,135548,3,2,1,9,1833594.078,5000000,113800,1.48,0
2457463,2457476,93,-2,1798,1865247,385,11,1e+05,96,5,273,2400,613,134835,3,2,1,9,2488023.689,23851400,23800,3.13,0
2457499,2457574,104,-2,1798,2344944,385,11,1e+05,96,5,128,3196,613,235204,4,2,1,9,510714.2857,2150000,50000,1,0
2457562,2457608,104,48254,1664,3282672,58,6,1e+05,96,5,70,6378,2452,130643,3,2,2,4,1029886.598,20625000,15800,4.47,0
2457459,2457508,0,-2,1798,334,385,11,750000,96,5,128,2794,613,130012,3,2,1,9,828374.9157,1500000,200000,1.6,0
2457485,2457547,104,-2,1798,331454,385,11,5e+05,96,5,203,4663,613,220830,4,2,1,9,911111.1111,11000000,50000,1.54,0
2457475,2457571,111,163893,863,3119268,58,6,408500,96,5,128,6885,1305,70255,2,2,2,4,521165.3958,4885000,49300,1.72,0
2457549,2457610,111,21529,1412,2195532,58,6,40480,96,5,128,6202,2085,165041,3,2,2,4,521165.3958,2600000,30779,1.75,0
2457475,2457483,111,-2,1798,756,26,10,350000,96,5,259,2344,613,111825,2,2,1,9,758542.2222,2500000,50000,1.72,0
2457628,2457660,93,-2,1798,1150,159,19,29012854,96,5,69,1998,613,82840,2,2,1,9,4980863.551,30000000,78500,3,0
2457568,2457615,93,-2,1798,84604,301,16,5e+06,96,5,191,5175,613,91133,2,2,1,9,784356.009,5800000,5700,2.8,0
2457604,2457679,103,-2,1798,2251799,159,19,85000,96,5,128,3271,613,160832,3,2,1,9,329894.1176,2000000,23300,2.09,0
2457592,2457680,111,553188,185,2917841,58,6,21700,96,5,102,6399,482,143205,3,2,2,4,247683.4304,1250000,10000,1.64,0
2457620,2457716,2,-2,1798,2408866,148,5,25000,96,5,128,3819,613,92256,2,2,1,9,422543.1184,5300000,25000,2.11,0
2457522,2457562,93,277954,1051,2652715,58,6,3468000,96,5,128,6468,1620,190059,4,2,2,4,833942.5667,4700000,52500,1.7,0
2457615,2457637,0,-2,1798,92139,147,3,107575,96,5,241,5202,613,105143,2,2,1,9,280830.3311,1250000,100000,1.3,0
2457612,2457703,93,-2,1798,372696,26,10,2500000,96,5,70,4847,613,135237,3,2,1,9,1991176.471,30000000,26000,3.41,0
2457647,2457673,104,-2,1798,1202568,26,10,3e+05,96,5,128,601,613,73630,2,2,1,9,397976.8421,5300000,23000,1.72,0
2457613,2457622,111,-2,1798,1332962,26,10,1e+06,96,5,58,809,613,202718,4,2,1,9,904045.8684,10500000,25000,2.42,0
2457326,2457365,111,-2,1798,2687675,385,11,1250000,96,5,128,4173,613,155906,3,2,1,9,2386899.682,13425780,9501,4.64,0
2457511,2457576,93,-2,1798,174312,26,10,3e+05,96,5,72,4015,613,174852,3,2,1,9,314681.1321,2100000,12100,2.05,0
2457347,2457399,0,516349,251,2987449,58,6,94500,96,5,155,7474,595,13827,1,2,2,4,974462.3678,6000000,57200,1.53,0
2457542,2457572,111,-2,1798,1433544,26,10,2e+06,96,5,60,1382,613,94322,2,2,1,9,1961725.566,20000000,75875,3.05,0
2457517,2457586,111,-2,1798,2171393,148,5,50000,96,5,128,3032,613,182049,4,2,1,9,922767.4032,22400000,23000,1.95,0
2457404,2457455,93,-2,1798,332918,159,19,2e+06,96,5,265,5247,613,110545,2,2,1,9,6690283.49,75000000,63000,4.06,0
2457568,2457632,93,-2,1798,1126359,148,5,50000,96,5,191,338,613,162656,3,2,1,9,933378.977,14200000,19900,2.24,0
2457509,2457584,103,-2,1798,-3,156,12,3e+05,96,5,46,124,128,210217,4,1,5,8,413877.2917,2500000,28900,1.69,0
2457477,2457498,104,-2,1798,16753,385,11,1e+05,96,5,128,2771,613,173148,3,2,1,9,237565.369,2200000,30900,1.62,0
2457385,2457459,93,-2,1798,502272,159,19,3968000,96,5,128,4963,613,111953,2,2,1,9,5734968.67,75000000,15000,4.22,0
2457579,2457637,103,-2,1798,3151681,238,9,2e+05,96,5,259,8585,613,205153,4,2,1,9,3783333.333,50000000,30000,5.8,0
2457599,2457669,111,-2,1798,1905590,26,10,150000,96,5,259,2499,613,63426,2,2,1,9,338800.4103,1525000,15900,1.35,0
2457358,2457377,93,-2,1798,1873215,385,11,1e+06,96,5,293,2404,613,82151,2,2,1,9,1769473.735,11579000,16520,2.25,0
2457627,2457717,103,209077,1028,1675784,58,6,108900,96,5,60,7580,1582,162241,3,2,2,4,1665827.958,6000000,47500,1.57,0
2457550,2457591,93,-2,1798,2561339,238,9,2e+06,96,5,218,8039,613,124300,3,2,1,9,1364387.245,18000000,30000,2.58,0
2457505,2457566,103,-2,1798,298078,159,19,250000,96,5,96,4762,613,120540,3,2,1,9,972846.2353,5000000,50000,1.94,0
2457575,2457624,4,-2,1798,2531857,385,11,2500000,96,5,128,8376,613,195120,4,2,1,9,3098760.714,20000000,10000,4.36,0
2457480,2457559,111,-2,1798,3109824,238,9,5e+05,96,5,259,8259,613,82656,2,2,1,9,340828.5714,4500000,21680,1.61,0
2457619,2457704,104,-2,1798,2132716,159,19,2e+05,96,5,128,3097,613,170420,3,2,1,9,147165.0701,500000,64000,2.28,0
2457401,2457424,111,-2,1798,1230932,26,10,1e+06,96,5,265,628,613,221721,4,2,1,9,1214810.459,5000000,24000,2.56,0
2457512,2457603,111,-2,1798,1387486,148,5,26500,96,5,128,1133,613,92805,2,2,1,9,1115223.552,25000000,25000,1.77,0
2457548,2457546,103,-2,1798,2432956,385,11,2e+06,96,5,265,3920,613,83349,2,2,1,9,832992.3077,2500000,35100,1.55,0
2457419,2457510,111,-2,1798,1864029,161,17,8700000,96,5,89,2179,613,234055,4,2,1,9,1883956.885,22000000,100000,2.15,0
2457481,2457505,0,-2,1798,2352883,301,16,3e+06,96,5,265,3570,613,145604,3,2,1,9,708253.3333,2922000,17000,1.68,0
2457364,2457393,111,-2,1798,2305366,26,10,50000,96,5,60,3467,613,165621,3,2,1,9,280974.0606,1688000,15000,2.03,0
2457414,2457485,0,-2,1798,2805855,26,10,2e+05,96,5,128,4412,613,123903,3,2,1,9,260809.7826,1300000,25000,1.64,0
2457619,2457689,3,-2,1798,3346931,301,16,1e+07,96,5,128,8590,613,180044,4,2,1,9,3423806.716,20000000,315000,3.05,0
2457659,2457740,111,-2,1798,1486871,26,10,2500000,96,5,265,1580,613,122329,3,2,1,9,2175164.179,2500000,300000,2.34,0
2457618,2457701,0,-2,1798,1518125,26,10,7e+05,96,5,60,1679,613,60730,2,2,1,9,2051500,12100000,300000,1.71,0
2457476,2457537,111,-2,1798,2175,301,16,5e+05,96,5,210,545,613,182343,4,2,1,9,901180.9524,11000000,22500,2.88,0
2457477,2457484,0,-2,1798,264652,26,10,1e+06,96,5,211,4723,613,193735,4,2,1,9,2255571.921,2500000,700000,3.58,0
2457395,2457485,111,-2,1798,1888446,385,11,350000,96,5,128,2469,613,75429,2,2,1,9,1658931.136,24000000,119900,2.11,0
2457352,2457436,93,-2,1798,2028256,147,3,2500000,96,5,221,2819,613,132910,3,2,1,9,2639766,20000000,50000,3.5,0
2457637,2457667,93,-2,1798,2453262,26,10,2e+05,96,5,265,8001,613,81602,2,2,1,9,1886669.493,70000000,29200,2.15,0
2457654,2457742,111,-2,1798,2303873,159,19,50000,96,5,128,3403,613,185131,4,2,1,9,189089.3556,1000000,26125,2.93,0
2457327,2457404,93,-2,1798,1187921,161,17,5e+07,96,5,265,473,613,111734,2,2,1,9,15582273.91,75000000,254100,2.32,0
2457363,2457377,104,-2,1798,502272,148,5,26500,96,5,128,5004,613,102428,2,2,1,9,1063109.758,9726005,22500,3.31,0
2457608,2457689,0,-2,1798,1737731,159,19,150000,96,5,152,2072,613,155849,3,2,1,9,708412.9063,1200000,101090,1.33,0
2457576,2457584,0,-2,1798,2081530,26,10,1250000,96,5,265,2950,613,91611,2,2,1,9,990849.2615,9150000,15000,2.8,0
2457591,2457640,0,-2,1798,3156139,26,10,1250000,96,5,119,8446,613,151530,3,2,1,9,1140006.533,5855000,30000,3.96,0
2457363,2457447,104,-2,1798,196283,26,10,540005,96,5,60,4032,613,63557,2,2,1,9,2239102.564,12659000,330247,1.83,0
2457526,2457604,103,-2,1798,1951027,385,11,5e+05,96,5,70,2702,613,91956,2,2,1,9,1138461.538,7000000,10000,1.97,0
2457562,2457603,0,-2,1798,1344951,26,10,6e+05,96,5,128,865,613,110151,2,2,1,9,1714117.647,3018000,265000,3.15,0
2457522,2457545,111,156942,58,2833568,58,6,22000,96,5,138,6519,338,151358,3,2,2,4,775555.5906,11000000,17000,2.12,0
2457348,2457418,111,-2,1798,1345038,238,9,9e+05,96,5,128,5364,613,140330,3,2,1,9,598973.5,2500000,50000,2.11,0
2457527,2457620,111,-2,1798,-3,156,12,1e+05,96,5,128,2008,2642,174234,3,1,5,8,775555.5906,11000000,47050,1.89,0
2457510,2457588,104,-2,1798,1304764,385,11,3e+05,96,5,265,731,613,165628,3,2,1,9,398717.9487,1304650,100000,1.91,0
2457466,2457513,111,-2,1798,3063470,301,16,103375,96,5,70,8037,613,115311,2,2,1,9,850177.3438,5000000,50000,1.9,0
2457404,2457488,111,-2,1798,-3,156,12,2e+05,96,5,8,56,144,102415,2,1,5,8,655649.9355,9000000,42000,1.46,0
2457375,2457441,111,-2,1798,2644461,238,9,8e+05,96,5,128,8650,613,130109,3,2,1,9,1488435.897,15000000,25000,8.58,0
2457571,2457588,111,-2,1798,221346,26,10,5e+05,96,5,70,4323,613,80151,2,2,1,9,893312.6061,10260000,25000,1.68,0
2457609,2457674,93,-2,1798,-3,156,12,1500000,96,5,128,1459,2420,1026,1,1,5,8,3433434.109,28000000,49360,4.47,0
2457561,2457567,0,-2,1798,3186008,238,9,250000,96,5,70,8124,613,205923,4,2,1,9,1114169.369,10000000,50000,1.76,0
2457657,2457687,93,-2,1798,1590935,159,19,4e+06,96,5,128,1862,613,184619,4,2,1,9,4348541.893,45000000,100000,3.07,0
2457457,2457497,111,-2,1798,2625116,385,11,2e+06,96,5,128,4203,613,225925,4,2,1,9,713542.7152,6500000,50000,2,0
2457353,2457444,104,-2,1798,2037512,148,5,50000,96,5,265,2729,613,130316,3,2,1,9,505462.987,15500000,33200,2.83,0
2457311,2457365,103,161601,1597,912197,58,6,355200,96,5,128,7544,2345,4059,1,2,2,4,794791.6667,1250000,100000,3.5,0
2457441,2457527,104,-2,1798,1984709,385,11,1e+05,96,5,265,2775,613,214114,4,2,1,9,292238.0952,1000000,97000,1.31,0
2457522,2457527,111,270016,1507,3005708,58,6,150000,96,5,128,7478,2237,155855,3,2,2,4,718423.7238,3000000,33000,1.53,0
2457323,2457352,111,-2,1798,1613199,385,11,1e+06,96,5,86,1791,613,174159,3,2,1,9,1342174.296,7000000,25000,5.97,0
2457320,2457356,93,241034,1601,2669496,58,6,145000,96,5,128,6643,2348,150601,3,2,2,4,1724045.721,14800000,66800,1.85,0
2457586,2457632,111,-2,1798,2787947,159,19,5200000,96,5,244,7869,613,163323,3,2,1,9,2372914.528,10000000,50000,3.08,0
2457624,2457637,111,-2,1798,3147589,26,10,2500000,96,5,142,8268,613,113426,2,2,1,9,3370002.601,18640000,76000,4.33,0
2457362,2457413,103,-2,1798,1420063,26,10,1200000,96,5,128,1137,613,65128,2,2,1,9,380135.8268,1500000,25000,1.55,0
2457384,2457396,111,-2,1798,2290,385,11,2e+05,96,5,265,393,613,191633,4,2,1,9,1011043.788,9000000,42000,2.11,0
2457562,2457604,1,-2,1798,1818256,385,11,1250000,96,5,128,2182,613,181220,4,2,1,9,898572.42,2500000,95920,2.14,0
2457318,2457359,2,49923,1854,2299224,58,6,1278750,96,5,128,6043,2681,125429,3,2,2,4,1243739.824,50000000,25000,3.64,0
2457433,2457493,111,-2,1798,888,161,17,2e+05,96,5,128,2223,613,202835,4,2,1,9,915070.6679,5500000,36690,1.59,0
2457512,2457537,103,-2,1798,2442328,148,5,26500,96,5,128,3862,613,2959,1,2,1,9,493779.128,5000000,25000,1.51,0
2457591,2457675,0,-2,1798,3138077,238,9,3200000,96,5,60,8120,613,123010,3,2,1,9,1358068.853,7500000,76000,1.76,0
